%time,field.header.stamp,field.header.frame_id,field.latitude,,,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1.61E+18,0,,42.207826N,42.207826,71.054311,71.054311W,14.6 m,330417.9632,4674894.22,19,T
1.61E+18,0,,42.2078348N,42.207834,71.054305,71.0543052W,14.4 m,330418.4655,4674895.186,19,T
1.61E+18,0,,42.2078449N,42.207844,71.054298,71.054298W,14.3 m,330419.0869,4674896.293,19,T
1.61E+18,0,,42.2078595N,42.207859,71.054285,71.0542853W,14.2 m,330420.1744,4674897.889,19,T
1.61E+18,0,,42.2078806N,42.20788,71.054264,71.0542641W,13.9 m,330421.981,4674900.19,19,T
1.61E+18,0,,42.2079039N,42.207903,71.054231,71.0542317W,13.7 m,330424.7181,4674902.713,19,T
1.61E+18,0,,42.2079258N,42.207925,71.054191,71.0541914W,13.6 m,330428.1035,4674905.064,19,T
1.61E+18,0,,42.2079454N,42.207945,71.054148,71.054148W,13.4 m,330431.7388,4674907.154,19,T
1.61E+18,0,,42.2079625N,42.207962,71.054106,71.0541064W,13.4 m,330435.2187,4674908.97,19,T
1.61E+18,0,,42.207977N,42.207977,71.054067,71.0540674W,13.3 m,330438.4771,4674910.503,19,T
1.61E+18,0,,42.2079891N,42.207989,71.054029,71.0540293W,13.3 m,330441.6547,4674911.771,19,T
1.61E+18,0,,42.2079999N,42.207999,71.053991,71.0539916W,13.3 m,330444.7958,4674912.895,19,T
1.61E+18,0,,42.2080094N,42.208009,71.053954,71.0539544W,13.4 m,330447.8922,4674913.876,19,T
1.61E+18,0,,42.2080187N,42.208018,71.053918,71.0539183W,13.3 m,330450.8972,4674914.837,19,T
1.61E+18,0,,42.2080275N,42.208027,71.053884,71.053884W,13.4 m,330453.7523,4674915.746,19,T
1.61E+18,0,,42.2080346N,42.208034,71.05385,71.0538508W,13.7 m,330456.5121,4674916.468,19,T
1.61E+18,0,,42.2080435N,42.208043,71.053819,71.0538196W,13.8 m,330459.1115,4674917.394,19,T
1.61E+18,0,,42.2080515N,42.208051,71.053791,71.053791W,13.8 m,330461.4939,4674918.226,19,T
1.61E+18,0,,42.2080578N,42.208057,71.053765,71.0537651W,14.0 m,330463.6489,4674918.874,19,T
1.61E+18,0,,42.2080633N,42.208063,71.053742,71.0537421W,13.9 m,330465.5623,4674919.439,19,T
1.61E+18,0,,42.2080669N,42.208066,71.053721,71.0537216W,13.9 m,330467.2643,4674919.798,19,T
1.61E+18,0,,42.2080709N,42.20807,71.053707,71.0537071W,13.7 m,330468.472,4674920.213,19,T
1.61E+18,0,,42.2080731N,42.208073,71.053697,71.0536976W,13.8 m,330469.2621,4674920.438,19,T
1.61E+18,0,,42.2080745N,42.208074,71.053692,71.0536921W,13.7 m,330469.7199,4674920.583,19,T
1.61E+18,0,,42.2080752N,42.208075,71.053689,71.0536891W,13.8 m,330469.9694,4674920.655,19,T
1.61E+18,0,,42.2080752N,42.208075,71.053687,71.0536876W,14.1 m,330470.0933,4674920.652,19,T
1.61E+18,0,,42.2080739N,42.208073,71.053686,71.0536865W,14.6 m,330470.1806,4674920.505,19,T
1.61E+18,0,,42.208072N,42.208072,71.053685,71.0536854W,15.0 m,330470.2663,4674920.292,19,T
1.61E+18,0,,42.2080703N,42.20807,71.053684,71.0536848W,15.2 m,330470.3113,4674920.102,19,T
1.61E+18,0,,42.2080681N,42.208068,71.053684,71.0536842W,15.4 m,330470.3549,4674919.856,19,T
1.61E+18,0,,42.208067N,42.208067,71.053684,71.0536841W,15.6 m,330470.3603,4674919.734,19,T
1.61E+18,0,,42.2080655N,42.208065,71.053683,71.0536839W,15.9 m,330470.3728,4674919.567,19,T
1.61E+18,0,,42.208065N,42.208065,71.053683,71.0536837W,15.9 m,330470.3879,4674919.511,19,T
1.61E+18,0,,42.2080633N,42.208063,71.053683,71.0536832W,16.1 m,330470.4247,4674919.322,19,T
1.61E+18,0,,42.2080619N,42.208061,71.053682,71.0536828W,16.3 m,330470.4539,4674919.165,19,T
1.61E+18,0,,42.2080606N,42.20806,71.053682,71.0536825W,16.5 m,330470.4752,4674919.02,19,T
1.61E+18,0,,42.2080591N,42.208059,71.053682,71.053682W,16.6 m,330470.5125,4674918.853,19,T
1.61E+18,0,,42.2080577N,42.208057,71.053681,71.0536819W,16.9 m,330470.517,4674918.697,19,T
1.61E+18,0,,42.2080583N,42.208058,71.053682,71.0536822W,16.8 m,330470.4938,4674918.764,19,T
1.61E+18,0,,42.2080589N,42.208058,71.053682,71.0536821W,16.8 m,330470.5037,4674918.831,19,T
1.61E+18,0,,42.2080602N,42.20806,71.053682,71.053682W,16.7 m,330470.5154,4674918.975,19,T
1.61E+18,0,,42.2080615N,42.208061,71.053681,71.0536818W,16.6 m,330470.5354,4674919.119,19,T
1.61E+18,0,,42.2080625N,42.208062,71.053681,71.0536816W,16.5 m,330470.5546,4674919.23,19,T
1.61E+18,0,,42.2080635N,42.208063,71.053681,71.0536817W,16.4 m,330470.549,4674919.341,19,T
1.61E+18,0,,42.2080644N,42.208064,71.053681,71.0536815W,16.3 m,330470.5679,4674919.44,19,T
1.61E+18,0,,42.208065N,42.208065,71.053681,71.0536815W,16.1 m,330470.5695,4674919.507,19,T
1.61E+18,0,,42.2080653N,42.208065,71.053681,71.0536814W,16.0 m,330470.5786,4674919.54,19,T
1.61E+18,0,,42.2080659N,42.208065,71.053681,71.0536815W,15.9 m,330470.572,4674919.607,19,T
1.61E+18,0,,42.2080662N,42.208066,71.053681,71.0536813W,15.8 m,330470.5893,4674919.64,19,T
1.61E+18,0,,42.2080665N,42.208066,71.053681,71.0536812W,15.8 m,330470.5983,4674919.673,19,T
1.61E+18,0,,42.2080689N,42.208068,71.053673,71.0536739W,15.7 m,330471.2074,4674919.925,19,T
1.61E+18,0,,42.2080735N,42.208073,71.053659,71.0536596W,15.7 m,330472.4002,4674920.407,19,T
1.61E+18,0,,42.2080763N,42.208076,71.053642,71.0536429W,15.8 m,330473.7863,4674920.685,19,T
1.61E+18,0,,42.2080794N,42.208079,71.053623,71.0536231W,16.0 m,330475.4291,4674920.99,19,T
1.61E+18,0,,42.2080855N,42.208085,71.053597,71.0535978W,15.9 m,330477.534,4674921.617,19,T
1.61E+18,0,,42.2080916N,42.208091,71.053566,71.0535665W,15.7 m,330480.1342,4674922.232,19,T
1.61E+18,0,,42.2080995N,42.208099,71.053531,71.0535319W,15.2 m,330483.0117,4674923.04,19,T
1.61E+18,0,,42.2081082N,42.208108,71.053497,71.0534974W,14.7 m,330485.883,4674923.938,19,T
1.61E+18,0,,42.2081117N,42.208111,71.053468,71.0534681W,14.1 m,330488.3112,4674924.268,19,T
1.61E+18,0,,42.2081166N,42.208116,71.053444,71.053444W,13.8 m,330490.3138,4674924.764,19,T
1.61E+18,0,,42.2081217N,42.208121,71.053422,71.0534227W,13.6 m,330492.0858,4674925.288,19,T
1.61E+18,0,,42.2081268N,42.208126,71.053403,71.0534034W,13.5 m,330493.6927,4674925.816,19,T
1.61E+18,0,,42.2081304N,42.20813,71.053386,71.0533866W,13.4 m,330495.0892,4674926.182,19,T
1.61E+18,0,,42.2081318N,42.208131,71.053376,71.0533769W,13.3 m,330495.8937,4674926.319,19,T
1.61E+18,0,,42.2081313N,42.208131,71.053372,71.0533722W,13.5 m,330496.2804,4674926.254,19,T
1.61E+18,0,,42.2081321N,42.208132,71.053369,71.0533698W,13.5 m,330496.4806,4674926.338,19,T
1.61E+18,0,,42.208132N,42.208132,71.053368,71.0533689W,13.6 m,330496.5547,4674926.325,19,T
1.61E+18,0,,42.2081312N,42.208131,71.053368,71.0533686W,13.8 m,330496.5773,4674926.236,19,T
1.61E+18,0,,42.2081284N,42.208128,71.053367,71.0533673W,14.2 m,330496.6771,4674925.922,19,T
1.61E+18,0,,42.2081257N,42.208125,71.053366,71.0533661W,14.6 m,330496.769,4674925.62,19,T
1.61E+18,0,,42.2081243N,42.208124,71.053365,71.0533658W,14.9 m,330496.79,4674925.464,19,T
1.61E+18,0,,42.2081227N,42.208122,71.053365,71.0533652W,15.2 m,330496.8352,4674925.285,19,T
1.61E+18,0,,42.208121N,42.208121,71.053364,71.0533646W,15.5 m,330496.8802,4674925.095,19,T
1.61E+18,0,,42.2081196N,42.208119,71.053364,71.0533641W,15.7 m,330496.9178,4674924.938,19,T
1.61E+18,0,,42.2081181N,42.208118,71.053363,71.0533636W,15.8 m,330496.955,4674924.771,19,T
1.61E+18,0,,42.2081169N,42.208116,71.053363,71.053363W,15.9 m,330497.0013,4674924.637,19,T
1.61E+18,0,,42.2081165N,42.208116,71.053362,71.0533628W,16.1 m,330497.0168,4674924.592,19,T
1.61E+18,0,,42.2081164N,42.208116,71.053362,71.0533628W,16.2 m,330497.0165,4674924.581,19,T
1.61E+18,0,,42.2081165N,42.208116,71.053362,71.0533626W,16.3 m,330497.0333,4674924.591,19,T
1.61E+18,0,,42.2081168N,42.208116,71.053362,71.0533626W,16.5 m,330497.0341,4674924.625,19,T
1.61E+18,0,,42.2081166N,42.208116,71.053362,71.0533624W,16.6 m,330497.0501,4674924.602,19,T
1.61E+18,0,,42.2081163N,42.208116,71.053362,71.0533628W,16.8 m,330497.0162,4674924.569,19,T
1.61E+18,0,,42.2081163N,42.208116,71.053363,71.0533633W,17.0 m,330496.975,4674924.57,19,T
1.61E+18,0,,42.2081162N,42.208116,71.053363,71.0533637W,17.2 m,330496.9417,4674924.56,19,T
1.61E+18,0,,42.2081162N,42.208116,71.053363,71.0533638W,17.4 m,330496.9334,4674924.56,19,T
1.61E+18,0,,42.2081164N,42.208116,71.053363,71.0533639W,17.6 m,330496.9257,4674924.583,19,T
1.61E+18,0,,42.2081164N,42.208116,71.053363,71.0533639W,17.7 m,330496.9257,4674924.583,19,T
1.61E+18,0,,42.2081159N,42.208115,71.053363,71.0533636W,17.9 m,330496.9491,4674924.527,19,T
1.61E+18,0,,42.2081155N,42.208115,71.053363,71.0533634W,18.0 m,330496.9646,4674924.482,19,T
1.61E+18,0,,42.2081148N,42.208114,71.053363,71.0533632W,18.1 m,330496.9792,4674924.404,19,T
1.61E+18,0,,42.208114N,42.208114,71.053362,71.0533629W,18.1 m,330497.0018,4674924.314,19,T
1.61E+18,0,,42.2081133N,42.208113,71.053362,71.0533624W,18.1 m,330497.0412,4674924.236,19,T
1.61E+18,0,,42.2081126N,42.208112,71.053362,71.053362W,18.2 m,330497.0724,4674924.157,19,T
1.61E+18,0,,42.208112N,42.208112,71.053361,71.0533614W,18.3 m,330497.1203,4674924.089,19,T
1.61E+18,0,,42.2081113N,42.208111,71.05336,71.0533608W,18.4 m,330497.168,4674924.01,19,T
1.61E+18,0,,42.2081107N,42.20811,71.05336,71.0533604W,18.6 m,330497.1994,4674923.943,19,T
1.61E+18,0,,42.2081101N,42.20811,71.05336W,71.05336W,18.7 m,330497.2308,4674923.875,19,T
1.61E+18,0,,42.2081098N,42.208109,71.053359,71.0533596W,18.8 m,330497.263,4674923.841,19,T
1.61E+18,0,,42.2081094N,42.208109,71.053359,71.0533593W,18.9 m,330497.2867,4674923.796,19,T
1.61E+18,0,,42.208109N,42.208109,71.053359,71.053359W,19.0 m,330497.3104,4674923.751,19,T
1.61E+18,0,,42.2081082N,42.208108,71.053358,71.0533585W,19.1 m,330497.3496,4674923.662,19,T
1.61E+18,0,,42.2081078N,42.208107,71.053358,71.0533583W,19.3 m,330497.365,4674923.617,19,T
1.61E+18,0,,42.2081071N,42.208107,71.053358,71.053358W,19.5 m,330497.3879,4674923.538,19,T
1.61E+18,0,,42.2081058N,42.208105,71.053355,71.0533552W,19.4 m,330497.6156,4674923.388,19,T
1.61E+18,0,,42.2081044N,42.208104,71.053353,71.0533535W,19.4 m,330497.7522,4674923.23,19,T
1.61E+18,0,,42.208103N,42.208103,71.053352,71.0533528W,19.5 m,330497.8062,4674923.073,19,T
1.61E+18,0,,42.2081017N,42.208101,71.053352,71.0533523W,19.5 m,330497.844,4674922.927,19,T
1.61E+18,0,,42.2081012N,42.208101,71.053352,71.0533524W,19.5 m,330497.8344,4674922.872,19,T
1.61E+18,0,,42.2081008N,42.2081,71.053352,71.0533526W,19.4 m,330497.8168,4674922.828,19,T
1.61E+18,0,,42.2081006N,42.2081,71.053353,71.0533532W,19.3 m,330497.7668,4674922.807,19,T
1.61E+18,0,,42.2081004N,42.2081,71.053353,71.0533538W,19.2 m,330497.7167,4674922.786,19,T
1.61E+18,0,,42.2081005N,42.2081,71.053354,71.0533546W,19.2 m,330497.6509,4674922.799,19,T
1.61E+18,0,,42.2081005N,42.2081,71.053355,71.0533551W,19.1 m,330497.6096,4674922.8,19,T
1.61E+18,0,,42.2081002N,42.2081,71.053355,71.0533552W,19.1 m,330497.6006,4674922.767,19,T
1.61E+18,0,,42.2081016N,42.208101,71.053348,71.0533488W,19.1 m,330498.1327,4674922.909,19,T
1.61E+18,0,,42.2081052N,42.208105,71.053334,71.053334W,19.1 m,330499.3641,4674923.28,19,T
1.61E+18,0,,42.2081108N,42.20811,71.053312,71.0533121W,19.0 m,330501.1869,4674923.858,19,T
1.61E+18,0,,42.2081166N,42.208116,71.053287,71.0532873W,18.9 m,330503.2498,4674924.453,19,T
1.61E+18,0,,42.2081242N,42.208124,71.053259,71.0532599W,18.9 m,330505.532,4674925.242,19,T
1.61E+18,0,,42.2081337N,42.208133,71.053227,71.0532277W,18.6 m,330508.2156,4674926.233,19,T
1.61E+18,0,,42.2081441N,42.208144,71.05319,71.0531902W,18.6 m,330511.3392,4674927.313,19,T
1.61E+18,0,,42.2081552N,42.208155,71.053151,71.0531518W,18.4 m,330514.5388,4674928.469,19,T
1.61E+18,0,,42.2081654N,42.208165,71.053115,71.0531153W,18.1 m,330517.5793,4674929.529,19,T
1.61E+18,0,,42.2081765N,42.208176,71.053082,71.0530828W,17.9 m,330520.2919,4674930.697,19,T
1.61E+18,0,,42.2081891N,42.208189,71.053051,71.0530512W,17.4 m,330522.9343,4674932.034,19,T
1.61E+18,0,,42.2082014N,42.208201,71.05302,71.0530204W,17.1 m,330525.5098,4674933.338,19,T
1.61E+18,0,,42.2082115N,42.208211,71.05299,71.0529907W,16.4 m,330527.9886,4674934.401,19,T
1.61E+18,0,,42.2082177N,42.208217,71.052964,71.0529643W,15.5 m,330530.1846,4674935.037,19,T
1.61E+18,0,,42.2082253N,42.208225,71.052939,71.0529395W,15.1 m,330532.2522,4674935.831,19,T
1.61E+18,0,,42.2082332N,42.208233,71.052916,71.0529164W,14.9 m,330534.1803,4674936.663,19,T
1.61E+18,0,,42.2082403N,42.20824,71.052894,71.0528944W,14.8 m,330536.0154,4674937.407,19,T
1.61E+18,0,,42.2082475N,42.208247,71.052875,71.0528759W,14.8 m,330537.5619,4674938.17,19,T
1.61E+18,0,,42.2082521N,42.208252,71.052863,71.0528633W,14.8 m,330538.6143,4674938.656,19,T
1.61E+18,0,,42.2082565N,42.208256,71.052854,71.0528549W,14.8 m,330539.3195,4674939.127,19,T
1.61E+18,0,,42.2082587N,42.208258,71.052848,71.0528489W,14.8 m,330539.8207,4674939.36,19,T
1.61E+18,0,,42.2082607N,42.20826,71.052845,71.0528452W,14.7 m,330540.1315,4674939.575,19,T
1.61E+18,0,,42.2082619N,42.208261,71.052843,71.0528434W,14.6 m,330540.2833,4674939.704,19,T
1.61E+18,0,,42.2082629N,42.208262,71.052842,71.0528425W,14.6 m,330540.3603,4674939.813,19,T
1.61E+18,0,,42.2082642N,42.208264,71.052841,71.0528416W,14.6 m,330540.4381,4674939.956,19,T
1.61E+18,0,,42.2082651N,42.208265,71.052841,71.052841W,14.7 m,330540.49,4674940.055,19,T
1.61E+18,0,,42.2082658N,42.208265,71.05284,71.0528403W,14.8 m,330540.5497,4674940.131,19,T
1.61E+18,0,,42.2082665N,42.208266,71.052839,71.0528396W,14.8 m,330540.6093,4674940.207,19,T
1.61E+18,0,,42.2082669N,42.208266,71.052838,71.0528389W,14.8 m,330540.6682,4674940.25,19,T
1.61E+18,0,,42.2082674N,42.208267,71.052838,71.0528383W,14.9 m,330540.7191,4674940.305,19,T
1.61E+18,0,,42.2082676N,42.208267,71.052837,71.0528378W,14.9 m,330540.7609,4674940.326,19,T
1.61E+18,0,,42.2082678N,42.208267,71.052837,71.0528373W,14.8 m,330540.8027,4674940.347,19,T
1.61E+18,0,,42.2082679N,42.208267,71.052836,71.0528368W,14.8 m,330540.8442,4674940.357,19,T
1.61E+18,0,,42.208268N,42.208268,71.052836,71.0528364W,14.7 m,330540.8775,4674940.368,19,T
1.61E+18,0,,42.2082681N,42.208268,71.052836,71.052836W,14.7 m,330540.9108,4674940.378,19,T
1.61E+18,0,,42.2082682N,42.208268,71.052835,71.0528358W,14.6 m,330540.9276,4674940.389,19,T
1.61E+18,0,,42.2082684N,42.208268,71.052835,71.0528358W,14.7 m,330540.9281,4674940.411,19,T
1.61E+18,0,,42.2082689N,42.208268,71.052835,71.0528359W,14.7 m,330540.9212,4674940.467,19,T
1.61E+18,0,,42.2082694N,42.208269,71.052835,71.0528358W,14.6 m,330540.9308,4674940.522,19,T
1.61E+18,0,,42.2082697N,42.208269,71.052835,71.0528359W,14.5 m,330540.9233,4674940.555,19,T
1.61E+18,0,,42.20827N,42.20827N,71.052835,71.0528356W,14.4 m,330540.9489,4674940.588,19,T
1.61E+18,0,,42.2082704N,42.20827,71.052835,71.0528352W,14.3 m,330540.983,4674940.632,19,T
1.61E+18,0,,42.2082711N,42.208271,71.052834,71.0528348W,14.1 m,330541.0179,4674940.709,19,T
1.61E+18,0,,42.2082717N,42.208271,71.052834,71.0528347W,13.9 m,330541.0277,4674940.775,19,T
1.61E+18,0,,42.2082723N,42.208272,71.052834,71.0528347W,13.9 m,330541.0293,4674940.842,19,T
1.61E+18,0,,42.2082724N,42.208272,71.052835,71.0528353W,14.0 m,330540.9801,4674940.854,19,T
1.61E+18,0,,42.2082724N,42.208272,71.052835,71.0528356W,14.2 m,330540.9553,4674940.855,19,T
1.61E+18,0,,42.2082723N,42.208272,71.052835,71.0528359W,14.3 m,330540.9303,4674940.844,19,T
1.61E+18,0,,42.2082721N,42.208272,71.052836,71.0528362W,14.4 m,330540.905,4674940.823,19,T
1.61E+18,0,,42.208272N,42.208272,71.052836,71.0528365W,14.6 m,330540.8799,4674940.812,19,T
1.61E+18,0,,42.2082721N,42.208272,71.052836,71.0528367W,14.6 m,330540.8637,4674940.824,19,T
1.61E+18,0,,42.2082721N,42.208272,71.052837,71.052837W,14.7 m,330540.8389,4674940.824,19,T
1.61E+18,0,,42.2082723N,42.208272,71.052837,71.0528373W,14.9 m,330540.8147,4674940.847,19,T
1.61E+18,0,,42.2082723N,42.208272,71.052837,71.0528374W,15.1 m,330540.8064,4674940.847,19,T
1.61E+18,0,,42.2082721N,42.208272,71.052837,71.0528376W,15.2 m,330540.7894,4674940.825,19,T
1.61E+18,0,,42.2082722N,42.208272,71.052838,71.052838W,15.3 m,330540.7567,4674940.837,19,T
1.61E+18,0,,42.2082722N,42.208272,71.052838,71.0528383W,15.4 m,330540.7319,4674940.838,19,T
1.61E+18,0,,42.2082723N,42.208272,71.052838,71.0528389W,15.6 m,330540.6826,4674940.85,19,T
1.61E+18,0,,42.2082723N,42.208272,71.052839,71.0528394W,15.7 m,330540.6413,4674940.851,19,T
1.61E+18,0,,42.2082726N,42.208272,71.052839,71.0528399W,15.9 m,330540.6009,4674940.885,19,T
1.61E+18,0,,42.2082727N,42.208272,71.05284,71.0528404W,16.0 m,330540.5599,4674940.897,19,T
1.61E+18,0,,42.2082729N,42.208272,71.052841,71.0528411W,16.1 m,330540.5026,4674940.921,19,T
1.61E+18,0,,42.2082732N,42.208273,71.052841,71.0528417W,16.3 m,330540.4539,4674940.956,19,T
1.61E+18,0,,42.2082735N,42.208273,71.052842,71.052842W,16.5 m,330540.4299,4674940.99,19,T
1.61E+18,0,,42.2082736N,42.208273,71.052842,71.0528422W,16.6 m,330540.4137,4674941.001,19,T
1.61E+18,0,,42.2082734N,42.208273,71.052842,71.0528421W,16.6 m,330540.4214,4674940.979,19,T
1.61E+18,0,,42.2082732N,42.208273,71.052841,71.0528418W,16.6 m,330540.4456,4674940.956,19,T
1.61E+18,0,,42.2082731N,42.208273,71.052841,71.0528414W,16.5 m,330540.4784,4674940.944,19,T
1.61E+18,0,,42.2082728N,42.208272,71.052841,71.0528411W,16.3 m,330540.5023,4674940.91,19,T
1.61E+18,0,,42.2082727N,42.208272,71.05284,71.0528409W,16.2 m,330540.5186,4674940.898,19,T
1.61E+18,0,,42.2082729N,42.208272,71.05284,71.0528407W,15.9 m,330540.5356,4674940.92,19,T
1.61E+18,0,,42.2082731N,42.208273,71.05284,71.0528405W,15.7 m,330540.5527,4674940.942,19,T
1.61E+18,0,,42.2082738N,42.208273,71.05284,71.0528405W,15.6 m,330540.5545,4674941.02,19,T
1.61E+18,0,,42.2082744N,42.208274,71.05284,71.0528406W,15.4 m,330540.5479,4674941.087,19,T
1.61E+18,0,,42.208275N,42.208275,71.05284,71.0528408W,15.3 m,330540.533,4674941.154,19,T
1.61E+18,0,,42.2082755N,42.208275,71.052841,71.052841W,15.2 m,330540.5178,4674941.21,19,T
1.61E+18,0,,42.208276N,42.208276,71.052841,71.0528412W,15.2 m,330540.5026,4674941.266,19,T
1.61E+18,0,,42.2082761N,42.208276,71.05284,71.0528404W,15.0 m,330540.569,4674941.275,19,T
1.61E+18,0,,42.2082758N,42.208275,71.05284,71.0528401W,15.0 m,330540.5929,4674941.241,19,T
1.61E+18,0,,42.2082757N,42.208275,71.052839,71.0528398W,14.9 m,330540.6174,4674941.229,19,T
1.61E+18,0,,42.2082754N,42.208275,71.052839,71.0528393W,14.7 m,330540.6579,4674941.195,19,T
1.61E+18,0,,42.2082755N,42.208275,71.052838,71.0528389W,14.6 m,330540.6912,4674941.205,19,T
1.61E+18,0,,42.2082759N,42.208275,71.052838,71.0528383W,14.5 m,330540.7418,4674941.249,19,T
1.61E+18,0,,42.2082763N,42.208276,71.052838,71.052838W,14.4 m,330540.7676,4674941.292,19,T
1.61E+18,0,,42.2082769N,42.208276,71.052837,71.0528375W,14.4 m,330540.8105,4674941.358,19,T
1.61E+18,0,,42.2082775N,42.208277,71.052836,71.0528364W,14.4 m,330540.9029,4674941.423,19,T
1.61E+18,0,,42.2082812N,42.208281,71.052829,71.0528299W,14.2 m,330541.4494,4674941.82,19,T
1.61E+18,0,,42.2082877N,42.208287,71.052813,71.052813W,14.1 m,330542.8619,4674942.509,19,T
1.61E+18,0,,42.2082945N,42.208294,71.052789,71.0527899W,14.2 m,330544.787,4674943.218,19,T
1.61E+18,0,,42.2083015N,42.208301,71.052763,71.0527637W,14.3 m,330546.9686,4674943.943,19,T
1.61E+18,0,,42.2083071N,42.208307,71.052737,71.0527379W,14.4 m,330549.1134,4674944.514,19,T
1.61E+18,0,,42.2083107N,42.20831,71.052716,71.052716W,14.5 m,330550.931,4674944.87,19,T
1.61E+18,0,,42.2083109N,42.20831,71.052696,71.0526967W,14.5 m,330552.5248,4674944.854,19,T
1.61E+18,0,,42.2083078N,42.208307,71.05268W,71.05268W,14.4 m,330553.8951,4674944.476,19,T
1.61E+18,0,,42.2083018N,42.208301,71.052662,71.0526626W,14.3 m,330555.3155,4674943.775,19,T
1.61E+18,0,,42.2082922N,42.208292,71.052646,71.0526463W,14.4 m,330556.6354,4674942.677,19,T
1.61E+18,0,,42.2082838N,42.208283,71.052634,71.0526346W,14.1 m,330557.5788,4674941.721,19,T
1.61E+18,0,,42.2082822N,42.208282,71.052632,71.0526321W,14.2 m,330557.7809,4674941.538,19,T
1.61E+18,0,,42.208283N,42.208283,71.052632,71.0526325W,14.1 m,330557.75,4674941.628,19,T
1.61E+18,0,,42.2082836N,42.208283,71.052632,71.0526326W,14.1 m,330557.7434,4674941.695,19,T
1.61E+18,0,,42.2082845N,42.208284,71.052633,71.0526331W,14.0 m,330557.7045,4674941.796,19,T
1.61E+18,0,,42.2082848N,42.208284,71.052633,71.0526331W,13.9 m,330557.7053,4674941.829,19,T
1.61E+18,0,,42.2082859N,42.208285,71.052633,71.0526338W,13.7 m,330557.6505,4674941.953,19,T
1.61E+18,0,,42.2082865N,42.208286,71.052634,71.0526341W,13.5 m,330557.6273,4674942.02,19,T
1.61E+18,0,,42.2082866N,42.208286,71.052634,71.052634W,13.5 m,330557.6358,4674942.031,19,T
1.61E+18,0,,42.2082867N,42.208286,71.052633,71.0526337W,13.8 m,330557.6608,4674942.041,19,T
1.61E+18,0,,42.2082874N,42.208287,71.052633,71.0526339W,13.7 m,330557.6462,4674942.119,19,T
1.61E+18,0,,42.2082882N,42.208288,71.052634,71.0526343W,13.5 m,330557.6153,4674942.209,19,T
1.61E+18,0,,42.2082891N,42.208289,71.052635,71.0526352W,13.2 m,330557.5434,4674942.311,19,T
1.61E+18,0,,42.2082894N,42.208289,71.052635,71.0526355W,13.2 m,330557.5195,4674942.345,19,T
1.61E+18,0,,42.2082895N,42.208289,71.052635,71.0526355W,13.0 m,330557.5197,4674942.356,19,T
1.61E+18,0,,42.2082895N,42.208289,71.052635,71.0526355W,13.0 m,330557.5197,4674942.356,19,T
1.61E+18,0,,42.2082895N,42.208289,71.052635,71.0526354W,13.0 m,330557.528,4674942.355,19,T
1.61E+18,0,,42.2082875N,42.208287,71.052632,71.0526324W,12.9 m,330557.7703,4674942.127,19,T
1.61E+18,0,,42.2082815N,42.208281,71.052628,71.0526283W,12.9 m,330558.0927,4674941.453,19,T
1.61E+18,0,,42.2082685N,42.208268,71.05262,71.0526209W,12.9 m,330558.6689,4674939.995,19,T
1.61E+18,0,,42.2082515N,42.208251,71.052611,71.0526119W,12.9 m,330559.3664,4674938.089,19,T
1.61E+18,0,,42.2082331N,42.208233,71.052602,71.0526023W,12.9 m,330560.1097,4674936.027,19,T
1.61E+18,0,,42.2082104N,42.20821,71.05259,71.0525906W,12.8 m,330561.0148,4674933.483,19,T
1.61E+18,0,,42.2081835N,42.208183,71.052577,71.052577W,12.6 m,330562.0656,4674930.469,19,T
1.61E+18,0,,42.2081521N,42.208152,71.052561,71.0525618W,12.6 m,330563.2365,4674926.952,19,T
1.61E+18,0,,42.2081171N,42.208117,71.052546,71.052546W,12.5 m,330564.4472,4674923.034,19,T
1.61E+18,0,,42.2080801N,42.20808,71.052529,71.0525293W,12.6 m,330565.7269,4674918.893,19,T
1.61E+18,0,,42.2080434N,42.208043,71.052511,71.0525111W,12.1 m,330567.1313,4674914.781,19,T
1.61E+18,0,,42.2080038N,42.208003,71.05249,71.0524903W,12.7 m,330568.7425,4674910.343,19,T
1.61E+18,0,,42.2079655N,42.207965,71.052468,71.0524684W,12.5 m,330570.448,4674906.047,19,T
1.61E+18,0,,42.2079254N,42.207925,71.052444,71.0524446W,13.2 m,330572.3056,4674901.547,19,T
1.61E+18,0,,42.2078852N,42.207885,71.05242W,71.05242W,13.7 m,330574.2289,4674897.034,19,T
1.61E+18,0,,42.2078462N,42.207846,71.052395,71.0523955W,13.8 m,330576.1472,4674892.655,19,T
1.61E+18,0,,42.2078084N,42.207808,71.052373,71.0523734W,13.3 m,330577.8705,4674888.413,19,T
1.61E+18,0,,42.2077668N,42.207766,71.052359,71.0523597W,12.6 m,330578.8903,4674883.767,19,T
1.61E+18,0,,42.2077227N,42.207722,71.05235,71.0523505W,12.1 m,330579.5319,4674878.852,19,T
1.61E+18,0,,42.2076868N,42.207686,71.052315,71.0523151W,11.5 m,330582.3583,4674874.795,19,T
1.61E+18,0,,42.2076678N,42.207667,71.052258,71.0522583W,7.9 m,330586.9965,4674872.572,19,T
1.61E+18,0,,42.2076325N,42.207632,71.052213,71.0522135W,8.7 m,330590.6005,4674868.564,19,T
1.61E+18,0,,42.2075839N,42.207583,71.05219,71.0521902W,11.3 m,330592.3941,4674863.121,19,T
